phrase,id,position,corresponding_text
∀ x P x ⟹ A,661,29093, ∀ x P x ⟹ A )
⇔ ∃ x,662,29107, ⇔ ∃ x (
P x ⟹ A,663,29115, P x ⟹ A )
{\displaystyle,664,29125, {\displaystyle (
\forall xPx\implies A,665,29142,\forall xPx\implies A)
\Leftrightarrow \exists x,666,29164,\Leftrightarrow \exists x(
Px\implies A,667,29190,"Px\implies A)}
"
,668,29205,    (
∃ x P x ⟹ A,669,29210, ∃ x P x ⟹ A )
⇔ ∀ x,670,29224, ⇔ ∀ x (
P x ⟹ A,671,29232, P x ⟹ A )
{\displaystyle,672,29242, {\displaystyle (
\exists xPx\implies A,673,29259,\exists xPx\implies A)
\Leftrightarrow \forall x,674,29281,\Leftrightarrow \forall x(
Px\implies A,675,29307,"Px\implies A)}

"
Associé à cette dernière règle,676,29323,"Associé à cette dernière règle,"
voir le paradoxe du buveur,677,29354," voir le paradoxe du buveur.
"
L’égalité,678,29383,"L’égalité

"
Le symbole de relation « = » qui représente l'égalité,679,29394,"Le symbole de relation « = » qui représente l'égalité,"
a un statut un petit peu particulier,680,29448," a un statut un petit peu particulier,"
à la frontière entre les symboles logiques,681,29486, à la frontière entre les symboles logiques (
connecteurs,682,29531,"connecteurs,"
quantificateurs,683,29543, quantificateurs)
et les symboles non logiques,684,29560, et les symboles non logiques (
relations,685,29591,"relations,"
fonctions,686,29601, fonctions).
La formule a = b signifie que a et b représentent le même objet,687,29613, La formule a = b signifie que a et b représentent le même objet (
ou encore que a et b sont des notations différentes du même objet,688,29679,"ou encore que a et b sont des notations différentes du même objet),"
et se lit « a est égal à b »,689,29746," et se lit « a est égal à b ».

"
La théorie des modèles classique se développe le plus souvent dans le cadre du calcul des prédicats avec égalité,690,29778,"La théorie des modèles classique se développe le plus souvent dans le cadre du calcul des prédicats avec égalité,"
c'est-à-dire que les théories considérées sont égalitaires : la relation d'égalité est utilisée en plus des symboles de la signature de la théorie,691,29891," c'est-à-dire que les théories considérées sont égalitaires : la relation d'égalité est utilisée en plus des symboles de la signature de la théorie.

"
Du point de vue de la déduction,692,30041,"Du point de vue de la déduction,"
l'égalité est régie par des axiomes,693,30073," l'égalité est régie par des axiomes,"
décrits ci-dessous,694,30110," décrits ci-dessous,"
exprimant essentiellement que deux objets égaux ont les mêmes propriétés,695,30130, exprimant essentiellement que deux objets égaux ont les mêmes propriétés (
et,696,30205,"et,"
en logique du second ordre,697,30208," en logique du second ordre,"
que la réciproque est vraie,698,30236," que la réciproque est vraie).

"
La négation de « = » est la relation « ≠ » qui est définie par a ≠ b si et seulement si ¬,699,30268,La négation de « = » est la relation « ≠ » qui est définie par a ≠ b si et seulement si ¬(
a = b,700,30358,"a = b).
"
Axiomes de l'égalité en logique du premier ordre,701,30366,"Axiomes de l'égalité en logique du premier ordre

"
En logique du premier ordre :,702,30416,"En logique du premier ordre :

"
∀ x,703,30447,    ∀ x (
x = x,704,30456, x = x )
{\displaystyle \forall x\,705,30464, {\displaystyle \forall x\;(
x=x,706,30492,x=x)
},707,30496,} (
réflexivité de =,708,30499,"réflexivité de =)
"
∀ x,709,30517,    ∀ x (
∀ y,710,30526, ∀ y ) ( (
x = y,711,30536, x = y )
⇔,712,30544, ⇔ (
y = x,713,30548, y = x )
{\displaystyle \forall x,714,30556, {\displaystyle \forall x(
\forall y,715,30582,\forall y)((
x=y,716,30594,x=y)
\Leftrightarrow,717,30598,\Leftrightarrow (
y=x,718,30615,y=x)
},719,30619,} (
symétrie de =,720,30622,"symétrie de =)
"
∀ x,721,30637,    ∀ x (
∀ y,722,30646, ∀ y ) (
∀ z,723,30654, ∀ z ) ( ( (
x = y,724,30666, x = y )
∧,725,30674, ∧ (
y = z,726,30678, y = z ) )
⟹,727,30688, ⟹ (
x = z,728,30692, x = z ) )
{\displaystyle \forall x,729,30702, {\displaystyle \forall x(
\forall y,730,30728,\forall y)(
\forall z,731,30739,\forall z)(((
x=y,732,30752,x=y)
\wedge,733,30756,\wedge (
y=z,734,30764,y=z))
\implies,735,30769,\implies (
x=z,736,30779,x=z))
},737,30784,} (
transitivité de =,738,30787,"transitivité de =)

"
La relation = étant réflexive,739,30807,"La relation = étant réflexive,"
symétrique et transitive,740,30837," symétrique et transitive,"
on dit que la relation = est une relation d'équivalence,741,30863," on dit que la relation = est une relation d'équivalence.

"
Soit P{x} une formule dépendant d'une variable x,742,30922,    Soit P{x} une formule dépendant d'une variable x.
Soient a et b deux termes tels que a = b,743,30975, Soient a et b deux termes tels que a = b.
Alors les propositions P{a} et P{b} sont équivalentes,744,31017, Alors les propositions P{a} et P{b} sont équivalentes.
Ces axiomes,745,31072, Ces axiomes (
un par formule P{x},746,31086,un par formule P{x})
expriment que deux objets égaux ont les mêmes propriétés,747,31106," expriment que deux objets égaux ont les mêmes propriétés.
"
Soit F,748,31165,    Soit F(x)
une fonction contenant une variable libre x,749,31178, une fonction contenant une variable libre x.
Soient a et b des termes tels que a = b,750,31223, Soient a et b des termes tels que a = b.
Alors les termes F,751,31264, Alors les termes F(a)
et F,752,31286, et F(b) (
obtenus en remplaçant respectivement x par a et x par b dans F,753,31296,obtenus en remplaçant respectivement x par a et x par b dans F(x))
sont égaux,754,31362," sont égaux.

"
Ces deux dernières propriétés expriment intuitivement que = est la plus fine des relations d'équivalence,755,31376,"Ces deux dernières propriétés expriment intuitivement que = est la plus fine des relations d'équivalence.
"
Définition en logique du second ordre,756,31482,"Définition en logique du second ordre

"
En logique du second ordre on peut définir plus simplement l'égalité par :,757,31521,"En logique du second ordre on peut définir plus simplement l'égalité par :

"
a = b si et seulement si ∀P,758,31597,    a = b si et seulement si ∀P (
Pa ⇔ Pb,759,31630,"Pa ⇔ Pb)

"
Autrement dit deux objets sont égaux si et seulement s'ils ont les mêmes propriétés,760,31640,Autrement dit deux objets sont égaux si et seulement s'ils ont les mêmes propriétés (
principe d'identité des indiscernables énoncé par Leibniz,761,31725,principe d'identité des indiscernables énoncé par Leibniz) 
